Reference area,AR:Argentina,AT:Austria,AU:Australia,BE:Belgium,BR:Brazil,CA:Canada,CH:Switzerland,CL:Chile,CN:China,CO:Colombia,DE:Germany,DK:Denmark,ES:Spain,FI:Finland,FR:France,GB:United Kingdom,HK:Hong Kong SAR,HU:Hungary,IE:Ireland,IN:India,IT:Italy,JP:Japan,KR:South Korea,LK:Sri Lanka,MX:Mexico,MY:Malaysia,NL:Netherlands,NO:Norway,NZ:New Zealand,PT:Portugal,RU:Russia,SE:Sweden,TR:Turkey,US:United States,UY:Uruguay,VE:Venezuela,XM:Euro area,XW:World,ZA:South Africa
Currency,ARS:Argentine Peso,EUR:Euro,AUD:Australian Dollar,EUR:Euro,BRL:Brazilian Real,CAD:Canadian Dollar,CHF:Swiss Franc,CLP:Chilean Peso,CNY:Yuan Renminbi,COP:Colombian Peso,EUR:Euro,DKK:Danish Krone,EUR:Euro,EUR:Euro,EUR:Euro,GBP:Pound Sterling,HKD:Hong Kong Dollar,HUF:Hungarian Forint,EUR:Euro,INR:Indian Rupee,EUR:Euro,JPY:Japanese Yen,KRW:Korean Won,LKR:Sri Lanka Rupee,MXN:Mexican Peso,MYR:Malaysian Ringgit,EUR:Euro,NOK:Norwegian Krone,NZD:New Zealand Dollar,EUR:Euro,RUB:Russian Rouble,SEK:Swedish Krona,TRY:Turkish Lira,USD:US Dollar,UYU:Uruguayan Peso,VEF:Bolivar Fuerte,EUR:Euro,XDR:SDR,ZAR:South African Rand
Collection,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period
Time Period,D:AR:ARS:A,D:AT:EUR:A,D:AU:AUD:A,D:BE:EUR:A,D:BR:BRL:A,D:CA:CAD:A,D:CH:CHF:A,D:CL:CLP:A,D:CN:CNY:A,D:CO:COP:A,D:DE:EUR:A,D:DK:DKK:A,D:ES:EUR:A,D:FI:EUR:A,D:FR:EUR:A,D:GB:GBP:A,D:HK:HKD:A,D:HU:HUF:A,D:IE:EUR:A,D:IN:INR:A,D:IT:EUR:A,D:JP:JPY:A,D:KR:KRW:A,D:LK:LKR:A,D:MX:MXN:A,D:MY:MYR:A,D:NL:EUR:A,D:NO:NOK:A,D:NZ:NZD:A,D:PT:EUR:A,D:RU:RUB:A,D:SE:SEK:A,D:TR:TRY:A,D:US:USD:A,D:UY:UYU:A,D:VE:VEF:A,D:XM:EUR:A,D:XW:XDR:A,D:ZA:ZAR:A
1999/10/22,1,0.929541,1.535787,0.929541,1.98,1.478621,1.484663,541.9,8.2773,1946,0.929541,6.911043,0.929541,0.929541,0.929541,0.597323,7.77031,239.561257,0.929541,43.5,0.929541,105.642313,1205.419223,71.52,9.614612,3.799498,0.929541,7.699387,1.942926,0.929541,25.743819,8.124651,0.47425172,1,11.7025,0.63,0.929541,0.7168,6.13246
1999/10/25,1,0.936067,1.536928,0.936067,1.979,1.479828,1.495835,541.15,8.277,1946.24,0.936067,6.959281,0.936067,0.936067,0.936067,0.602172,7.771132,241.14949,0.936067,43.385,0.936067,105.457269,1204.951793,71.75,9.62548,3.799869,0.936067,7.743611,1.944398,0.936067,25.703829,8.136759,0.47627071,1,NaN,0.63,0.936067,0.7195,6.133483
1999/10/26,1,0.940468,1.531177,0.940468,1.984,1.469576,1.503715,543.1,8.2773,1949.33,0.940468,6.991254,0.940468,0.940468,0.940468,0.603122,7.773723,242.424527,0.940468,43.4,0.940468,104.702342,1203.790087,71.75,9.649676,3.801467,0.940468,7.772501,1.935578,0.940468,25.734882,8.164676,0.478134111,1,NaN,0.63,0.940468,0.7192,6.14803
1999/10/27,1,0.947688,1.54729,0.947688,1.997,1.472707,1.515826,544.5,8.2775,1966.07,0.947688,7.044541,0.947688,0.947688,0.947688,0.605762,7.778336,242.731236,0.947688,43.52,0.947688,104.008719,1201.307809,71.65,9.656653,3.804208,0.947688,7.808472,1.964083,0.947688,26.060936,8.186126,0.480193328,1,NaN,0.63,0.947688,0.719,6.157411
1999/10/28,1,0.949307,1.5543,0.949307,1.98,1.472185,1.521075,547.05,8.2776,1968.9,0.949307,7.056863,0.949307,0.949307,0.949307,0.60898,7.767989,243.250427,0.949307,43.51,0.949307,104.224416,1199.16461,71.7,9.653598,3.798937,0.949307,7.831783,1.966395,0.949307,26.268749,8.197266,0.480729068,1,NaN,0.63,0.949307,0.7216,6.128726
1999/10/29,,0.956663,1.565197,0.956663,1.953,1.475079,1.533531,547.57,8.2778,1965.44,0.956663,7.111547,0.956663,0.956663,0.956663,0.611595,7.774036,244.255238,0.956663,43.51,0.956663,104.840716,1200.076533,71.8,9.640103,3.801875,0.956663,7.888644,1.969674,0.956663,26.155075,8.284703,0.481010236,1,11.5525,0.63,0.956663,0.7243,6.147709
1999/11/01,1,0.945895,1.565834,0.945895,1.944,1.468596,1.517404,NaN,8.2779,1971.59,0.945895,7.031593,0.945895,0.945895,0.945895,0.606602,7.764188,242.328793,0.945895,43.51,0.945895,104.265986,1194.381385,71.65,9.598468,3.798051,0.945895,7.807889,1.965096,0.945895,26.21888,8.209894,0.482027998,1,NaN,0.63,0.945895,NaN,6.141695
1999/11/02,1,0.951746,1.560198,0.951746,1.943,1.465214,1.527648,548.51,8.2781,1971.59,0.951746,7.075188,0.951746,0.951746,0.951746,0.607405,7.777672,243.371086,0.951746,43.45,0.951746,104.80632,1194.308556,71.3,9.624441,3.804226,0.951746,7.864757,1.963263,0.951746,26.504045,8.252118,0.484629295,1,NaN,0.63,0.951746,0.7224,6.147521
1999/11/03,1,0.953198,1.552188,0.953198,1.943,1.468878,1.532456,548.06,8.2781,1966.5,0.953198,7.085883,0.953198,0.953198,0.953198,0.606329,7.77047,243.694595,0.953198,43.46,0.953198,104.060623,1191.001811,71.65,9.578401,3.800019,0.953198,7.869603,1.950624,0.953198,26.285006,8.257077,0.48594033,1,NaN,0.63,0.953198,0.7214,6.152988
1999/11/04,1,0.952018,1.570735,0.952018,1.915,1.464014,1.534177,549.91,8.278,1960.7,0.952018,7.078256,0.952018,0.952018,0.952018,0.608244,7.773229,243.412034,0.952018,43.45,0.952018,104.722011,1183.948972,71.75,9.499619,3.799886,0.952018,7.862719,1.958492,0.952018,26.27123,8.303027,0.485814928,1,NaN,0.63,0.952018,0.7229,6.133473
1999/11/05,1,0.960799,1.571772,0.960799,1.917,1.458109,1.550442,549.78,8.2779,1962.16,0.960799,7.143832,0.960799,0.960799,0.960799,0.614623,7.769504,245.128747,0.960799,43.45,0.960799,105.486164,1185.770561,71.63,9.473194,3.799289,0.960799,7.912663,1.950999,0.960799,26.388739,8.332533,0.488758647,1,11.5925,0.63,0.960799,0.7262,6.169389
1999/11/08,1,0.961076,1.562902,0.961076,1.929,1.466603,1.547333,550.93,8.2779,1959.46,0.961076,7.145603,0.961076,0.961076,0.961076,0.616242,7.773763,245.228256,0.961076,43.46,0.961076,106.064392,1183.690533,71.95,9.492263,3.800961,0.961076,7.907737,1.957905,0.961076,26.282653,8.333013,0.491494474,1,NaN,0.63,0.961076,0.7272,6.125805
1999/11/09,1,0.959325,1.570606,0.959325,1.93,1.469685,1.543266,549.09,8.278,1954.56,0.959325,7.132195,0.959325,0.959325,0.959325,0.615407,7.774463,244.982732,0.959325,43.46,0.959325,104.921335,1185.514198,71.9,9.383154,3.801708,0.959325,7.867901,1.96345,0.959325,26.156274,8.307272,0.492037606,1,NaN,0.63,0.959325,0.7259,6.111474
1999/11/10,1,0.961354,1.562103,0.961354,1.937,1.469813,1.54576,544.93,8.2781,1948.05,0.961354,7.147376,0.961354,0.961354,0.961354,0.616804,7.772063,245.337435,0.961354,43.45,0.961354,105.104788,1179.676985,72.3,9.407902,3.800615,0.961354,7.866276,1.952509,0.961354,26.172275,8.322919,0.492982119,1,NaN,0.63,0.961354,0.7261,6.119977
1999/11/11,1,0.960984,1.557275,0.960984,NaN,1.467903,1.545743,542.11,NaN,1951.11,0.960984,7.14607,0.960984,0.960984,0.960984,0.616375,7.775418,245.406496,0.960984,NaN,0.960984,105.035556,1173.620988,NaN,9.394484,3.801268,0.960984,7.872862,1.94878,0.960984,26.208918,8.31011,0.494714588,1,NaN,NaN,0.960984,0.7259,6.130886
1999/11/12,1,0.97012,1.55423,0.97012,1.936,1.463135,1.559759,542.85,8.278,1958.41,0.97012,7.21362,0.97012,0.97012,0.97012,0.618937,7.772313,247.012029,0.97012,43.45,0.97012,104.986418,1169.887466,72.3,9.390958,3.800349,0.97012,7.94577,1.940629,0.97012,26.327998,8.376989,0.496313543,1,11.5025,0.63,0.97012,0.7266,6.126989
1999/11/15,1,0.97078,1.552179,0.97078,1.935,1.463547,1.558781,540.39,8.2781,1961.8,0.97078,7.21959,0.97078,0.97078,0.97078,0.618484,7.772546,247.24784,0.97078,43.45,0.97078,104.834482,1181.060091,72.4,9.370449,3.800214,0.97078,7.927871,1.919134,0.97078,26.266285,8.364722,0.499271915,1,NaN,0.63,0.97078,0.7276,6.131929
1999/11/16,1,0.967492,1.555341,0.967492,1.933,1.465751,1.552535,537.6,8.2781,1961.8,0.967492,7.195337,0.967492,0.967492,0.967492,0.616196,7.775155,246.623452,0.967492,43.47,0.967492,105.863003,1178.405573,72.4,9.388255,3.801277,0.967492,7.92618,1.927922,0.967492,26.326625,8.362036,0.499613003,1,NaN,0.63,0.967492,0.728,6.149478
1999/11/17,1,0.960799,1.556495,0.960799,1.934,1.464066,1.53872,538.52,8.2781,1961.7,0.960799,7.147579,0.960799,0.960799,0.960799,0.614912,7.775173,245.474635,0.960799,43.45,0.960799,105.284397,1176.508455,71.77,9.36568,3.802267,0.960799,7.888643,1.937068,0.960799,26.426499,8.32917,0.498654881,1,NaN,0.64,0.960799,0.7262,6.154977
1999/11/18,1,0.963391,1.563584,0.963391,1.93,1.466281,1.543353,538.97,8.2784,1946.27,0.963391,7.166281,0.963391,0.963391,0.963391,0.616281,7.764644,246.001927,0.963391,43.45,0.963391,105.61657,1172.466281,72.2,9.32553,3.798748,0.963391,7.885838,1.950096,0.963391,26.412235,8.309249,0.500096339,1,NaN,0.64,0.963391,0.727,6.144509
1999/11/19,1,0.972857,1.564355,0.972857,1.934,1.464442,1.559685,540.73,8.2785,1927.47,0.972857,7.235821,0.972857,0.972857,0.972857,0.618056,7.791711,247.728378,0.972857,43.46,0.972857,106.138729,1177.478354,72.2,9.364724,3.809223,0.972857,7.957486,1.966728,0.972857,26.505594,8.368518,0.506274929,1,11.5825,0.64,0.972857,0.7294,6.157797
1999/11/22,1,0.969838,1.566482,0.969838,1.933,1.463389,1.554553,540.32,8.2785,1925.11,0.969838,7.213364,0.969838,0.969838,0.969838,0.616914,7.768985,247.250509,0.969838,43.45,0.969838,105.081951,1172.621472,72.2,9.320531,3.798177,0.969838,7.926971,1.959558,0.969838,26.479585,8.353215,0.504994666,1,NaN,0.64,0.969838,0.7279,6.139463
1999/11/23,1,0.969462,1.569947,0.969462,1.933,1.464857,1.552012,540.91,8.2784,1935.48,0.969462,7.211149,0.969462,0.969462,0.969462,0.615414,7.771595,247.232186,0.969462,43.45,0.969462,104.682501,1169.335919,72.2,9.329132,3.799612,0.969462,7.920504,1.951042,0.969462,26.451188,8.334949,0.505671352,1,NaN,0.64,0.969462,0.7268,6.132041
1999/11/24,1,0.978953,1.580715,0.978953,1.931,1.466569,1.56603,538.91,8.2785,1925,0.978953,7.281155,0.978953,0.978953,0.978953,0.619775,7.772883,248.928047,0.978953,43.45,0.978953,104.375918,1162.173275,72.25,9.338424,3.800587,0.978953,7.995595,1.95908,0.978953,26.463632,8.412139,0.508761625,1,NaN,0.64,0.978953,0.7288,6.133529
1999/11/25,1,0.980969,1.577595,0.980969,NaN,1.468609,1.569453,540.65,NaN,1912.86,0.980969,7.296351,0.980969,0.980969,0.980969,0.619188,7.771827,249.411418,0.980969,NaN,0.980969,104.227977,1158.171473,NaN,9.295958,3.800373,0.980969,7.988032,1.949382,0.980969,26.618992,8.423583,0.510790661,1,NaN,NaN,0.980969,NaN,6.140671
1999/11/26,1,0.990001,1.569647,0.990001,1.926,1.466092,1.58519,543.48,8.2785,1918.85,0.990001,7.363924,0.990001,0.990001,0.990001,0.6238,7.776953,251.044451,0.990001,43.48,0.990001,103.811504,1159.74656,72.1,9.331056,3.802495,0.990001,8.024453,1.958222,0.990001,26.512029,8.481338,0.515592516,1,11.5475,0.64,0.990001,NaN,6.12672
1999/11/29,1,0.992359,1.568721,0.992359,1.921,1.472363,1.590652,545.83,8.2785,1921.93,0.992359,7.38057,0.992359,0.992359,0.992359,0.624888,7.792101,251.890444,0.992359,43.43,0.992359,102.034336,1161.972809,72.3,9.383051,3.810459,0.992359,8.050511,1.951374,0.992359,26.54937,8.514439,0.517018954,1,NaN,0.64,0.992359,0.7288,6.152029
1999/11/30,1,0.990393,1.576508,0.990393,1.923,1.472517,1.586709,545.51,8.2789,1923.77,0.990393,7.367832,0.990393,0.990393,0.990393,0.626424,7.772011,251.708428,0.990393,43.48,0.990393,102.010498,1160.057443,72.35,9.435575,3.802714,0.990393,8.046449,1.956918,0.990393,26.721006,8.473804,0.516688125,1,11.5475,0.64,0.990393,0.7301,6.176983
1999/12/01,1,0.990982,1.569616,0.990982,1.92,1.47478,1.586265,546.79,8.2789,1922.47,0.990982,7.372411,0.990982,0.990982,0.990982,0.624715,7.781687,252.056288,0.990982,43.45,0.990982,102.417996,1159.032802,72.5,9.447528,3.805867,0.990982,8.063126,1.956595,0.990982,26.766128,8.528392,0.517292637,1,NaN,0.64,0.990982,0.7292,6.14399
1999/12/02,1,0.994332,1.575321,0.994332,1.894,1.479268,1.590832,546.08,8.2788,1918.63,0.994332,7.396937,0.994332,0.994332,0.994332,0.625634,7.781247,252.272049,0.994332,43.45,0.994332,102.446057,1151.158397,72.3,9.507308,3.804912,0.994332,8.08591,1.958636,0.994332,26.746048,8.569653,0.519140897,1,NaN,0.64,0.994332,0.73,6.154221
1999/12/03,1,0.998502,1.584823,0.998502,1.878,1.48008,1.594309,546.02,8.2787,1911.35,0.998502,7.427559,0.998502,0.998502,0.998502,0.624563,7.782526,252.770844,0.998502,43.45,0.998502,102.416375,1151.382926,72.45,9.561957,3.804793,0.998502,8.092861,1.983525,0.998502,26.872192,8.595107,0.520918622,1,11.5525,0.64,0.998502,0.7305,6.164953
1999/12/06,1,0.982125,1.578177,0.982125,1.868,1.480849,1.568356,543.69,8.279,1903.8,0.982125,7.305441,0.982125,0.982125,0.982125,0.619721,7.764486,249.862502,0.982125,43.43,0.982125,102.749951,1148.74288,72.45,9.425948,3.795522,0.982125,7.985661,1.980161,0.982125,26.83844,8.451679,0.519151444,1,NaN,0.64,0.982125,0.7278,6.164997
1999/12/07,1,0.976658,1.570173,0.976658,1.86,1.473484,1.562555,542.09,8.279,1886.46,0.976658,7.26487,0.976658,0.976658,0.976658,0.61549,7.768923,248.950093,0.976658,43.5,0.976658,102.59791,1138.997949,72.11,9.45942,3.797832,0.976658,7.924114,1.968161,0.976658,26.903213,8.416349,0.518605333,1,NaN,0.64,0.976658,0.7262,6.15148
1999/12/08,,0.976944,1.56907,0.976944,1.864,1.478507,1.564478,NaN,8.2795,1888.99,0.976944,7.266803,0.976944,0.976944,0.976944,0.614889,7.776671,248.905823,0.976944,43.5,0.976944,102.891755,1124.882767,72.5,9.462778,3.801192,0.976944,7.927902,1.965807,0.976944,26.949199,8.375342,0.520711215,1,NaN,0.64,0.976944,0.7258,6.152696
1999/12/09,1,0.982801,1.562752,0.982801,1.866,1.478722,1.571597,541.07,8.2795,1888.99,0.982801,7.311253,0.982801,0.982801,0.982801,0.615332,7.766781,250.17199,0.982801,43.5,0.982801,102.604423,1128.727273,72.5,9.429779,3.795971,0.982801,7.967076,1.968157,0.982801,26.844619,8.422604,0.521670762,1,NaN,0.64,0.982801,0.7271,6.148993
1999/12/10,1,0.986096,1.574993,0.986096,1.866,1.475989,1.576176,540.15,8.2795,1906.91,0.986096,7.337048,0.986096,0.986096,0.986096,0.616014,7.775367,250.744503,0.986096,43.5,0.986096,102.366631,1132.935608,71.7,9.432403,3.801006,0.986096,7.993788,2.009269,0.986096,26.954442,8.458239,0.523419781,1,11.5625,0.64,0.986096,0.7269,6.130461
1999/12/13,1,0.987362,1.572275,0.987362,1.856,1.477686,1.581754,542.27,8.2795,1900.22,0.987362,7.347156,0.987362,0.987362,0.987362,0.615916,7.771426,250.997235,0.987362,43.57,0.987362,102.636256,1127.557267,71.75,9.381319,3.798578,0.987362,7.992694,2.029226,0.987362,26.922393,8.462678,0.527152449,1,NaN,0.64,0.987362,0.7275,6.119964
1999/12/14,1,0.996214,1.573521,0.996214,1.847,1.480972,1.595637,538.71,8.2794,1905.5,0.996214,7.413927,0.996214,0.996214,0.996214,0.619147,7.772763,252.64993,0.996214,43.6,0.996214,103.666069,1133.22375,72.1,9.40267,3.799064,0.996214,8.060371,2.01574,0.996214,26.910739,8.554493,0.528989839,1,NaN,0.64,0.996214,0.7306,6.132497
1999/12/15,1,0.997904,1.574593,0.997904,1.852,1.483584,1.596747,537.22,8.2794,1891.67,0.997904,7.425806,0.997904,0.997904,0.997904,0.622792,7.775072,253.018661,0.997904,43.54,0.997904,103.482686,1134.278016,72.2,9.40006,3.80002,0.997904,8.088015,2.026744,0.997904,26.859595,8.59046,0.530485979,1,NaN,0.64,0.997904,0.732,6.132023
1999/12/16,1,0.98561,1.563572,0.98561,1.843,1.482358,1.578553,537.08,8.2794,1874.14,0.98561,7.334713,0.98561,0.98561,0.98561,0.619555,7.774591,250.93633,0.98561,43.55,0.98561,102.966686,1130.731323,72.15,9.361916,3.800808,0.98561,7.998719,1.991622,0.98561,26.794303,8.488567,0.52927262,1,NaN,0.64,0.98561,0.7279,6.145969
1999/12/17,1,0.987362,1.552429,0.987362,1.8,1.477389,1.582543,536.29,8.2794,1879.55,0.987362,7.347156,0.987362,0.987362,0.987362,0.620754,7.812796,251.293444,0.987362,43.55,0.987362,103.35703,1136.038705,71.95,9.378357,3.819708,0.987362,7.98825,1.969688,0.987362,26.938685,8.487362,0.53100316,1,11.5875,0.64,0.987362,0.7282,6.138033
1999/12/20,1,0.990491,1.556359,0.990491,1.812,1.48019,1.585182,535.56,8.2794,1867.02,0.990491,7.370345,0.990491,0.990491,0.990491,0.622029,7.764461,251.832409,0.990491,43.55,0.990491,102.852615,1133.597464,71.45,9.328447,3.795365,0.990491,7.992274,1.977813,0.990491,26.700872,8.506339,0.532587163,1,NaN,0.64,0.990491,0.7302,6.13649
1999/12/21,1,0.99167,1.555434,0.99167,1.827,1.480762,1.586077,536.64,8.2796,1868.47,0.99167,7.37743,0.99167,0.99167,0.99167,0.622372,7.782229,252.092424,0.99167,43.55,0.99167,102.211424,1135.710036,71.9,9.333994,3.804939,0.99167,8.013685,1.940202,0.99167,26.819516,8.52737,0.534510115,1,NaN,0.64,0.99167,0.7287,6.14171
1999/12/22,1,0.992654,1.549732,0.992654,1.821,1.476772,1.587254,537.23,8.2796,1884.64,0.992654,7.385051,0.992654,0.992654,0.992654,0.620707,7.768513,252.342664,0.992654,43.55,0.992654,101.727219,1131.278539,71.9,9.313182,3.799285,0.992654,7.984415,1.938356,0.992654,26.767223,8.505063,0.534941433,1,NaN,0.64,0.992654,0.7282,6.145027
1999/12/23,1,0.991179,1.553771,0.991179,1.831,1.475865,1.586976,537.77,8.2795,1886.27,0.991179,7.374566,0.991179,0.991179,0.991179,0.620973,7.772624,252.254931,0.991179,43.55,0.991179,101.615621,1131.063535,71.9,9.326692,3.801863,0.991179,7.989394,1.940034,0.991179,26.68986,8.474576,0.535930221,1,11.5225,0.65,0.991179,0.7277,6.146496
1999/12/24,1,0.985999,1.556005,0.985999,1.832,1.471012,1.581838,534.43,8.2794,1874.77,0.985999,7.335733,0.985999,0.985999,0.985999,0.617925,7.768487,251.291658,0.985999,43.55,0.985999,102.829817,1131.709722,71.8,9.389272,3.798758,0.985999,7.99645,1.940051,0.985999,26.890751,8.455334,0.535200158,1,NaN,0.65,0.985999,0.7277,6.155591
1999/12/27,1,0.986777,1.554075,0.986777,1.833,1.46714,1.583383,534.19,8.2796,1874.58,0.986777,7.342116,0.986777,0.986777,0.986777,0.618413,7.767219,251.707125,0.986777,43.55,0.986777,102.378133,1133.047168,71.8,9.400336,3.798204,0.986777,7.999803,1.938129,0.986777,27.046675,8.45668,0.537892244,1,NaN,0.65,0.986777,0.7273,6.15226
1999/12/28,1,0.991179,1.552879,0.991179,1.832,1.454852,1.591535,531.22,8.2797,1870.65,0.991179,7.375161,0.991179,0.991179,0.991179,0.619387,7.795223,252.740609,0.991179,43.55,0.991179,102.22024,1145.980771,71.75,9.541877,3.810784,0.991179,8.016652,1.940034,0.991179,27.480226,8.499356,0.540489642,1,NaN,0.65,0.991179,0.7287,6.157597
1999/12/29,1,0.992851,1.542097,0.992851,1.814,1.450854,1.59442,530.44,8.2793,1867.82,0.992851,7.389297,0.992851,0.992851,0.992851,0.618149,7.778793,252.80977,0.992851,43.55,0.992851,102.283558,1143.079825,71.75,9.436458,3.803614,0.992851,8.013304,1.918288,0.992851,27.520949,8.50278,0.541203336,1,NaN,0.65,0.992851,NaN,6.154984
1999/12/30,1,0.995421,1.535138,0.995421,1.792,1.454111,1.59775,527.7,8.2795,1873.77,0.995421,7.409218,0.995421,0.995421,0.995421,0.618853,7.767569,253.533745,0.995421,43.55,0.995421,102.259606,1132.072467,71.75,9.488354,3.797332,0.995421,8.039518,1.926837,0.995421,27.542206,8.523293,0.542106311,1,11.6125,0.65,0.995421,0.7294,6.15867
1999/12/31,,NaN,NaN,NaN,1.809,NaN,NaN,NaN,8.2795,1873.77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43.51,NaN,NaN,NaN,71.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,NaN,0.65,NaN,NaN,NaN
2000/01/03,1,0.99108,1.520912,0.99108,1.805,1.444698,1.58999,530.07,8.2798,1873.77,0.99108,7.374034,0.99108,0.99108,0.99108,0.619029,7.79227,252.259663,0.99108,43.55,0.99108,101.833499,1129.851338,72.3,9.524777,3.807929,0.99108,7.990089,1.915857,0.99108,27.507235,8.475719,0.54122894,1,11.6245,0.65,0.99108,0.7267,6.145986
2000/01/04,1,0.970403,1.5213,0.970403,1.8405,1.449393,1.557787,527.28,8.2799,1874.35,0.970403,7.22261,0.970403,0.970403,0.970403,0.610966,7.782727,246.9869,0.970403,43.55,0.970403,102.74624,1123.066473,72.65,9.456866,3.802814,0.970403,7.908782,1.91606,0.970403,27.520039,8.366327,0.536050461,1,11.6265,0.65,0.970403,0.7236,6.12198
2000/01/05,1,0.964506,1.521316,0.964506,1.856,1.453029,1.548997,529.08,8.2798,1895.97,0.964506,7.18017,0.964506,0.964506,0.964506,0.609954,7.776717,245.476466,0.964506,43.55,0.964506,103.530093,1134.33642,72.95,9.545621,3.799479,0.964506,7.914738,1.924769,0.964506,27.296103,8.33478,0.535590278,1,11.6335,0.65,0.964506,0.7236,6.072531
2000/01/06,1,0.962649,1.523681,0.962649,1.84,1.452734,1.546785,530.67,8.2797,1912.69,0.962649,7.166057,0.962649,0.962649,0.962649,0.606662,7.782345,244.946092,0.962649,43.55,0.962649,104.659222,1147.381594,72.95,9.602522,3.802272,0.962649,7.896611,1.931459,0.962649,27.446188,8.321621,0.534944166,1,NaN,0.65,0.962649,0.7244,6.093955
2000/01/07,1,0.972384,1.530338,0.972384,1.831,1.459549,1.563497,527.76,8.2794,1911.33,0.972384,7.23804,0.972384,0.972384,0.972384,0.608907,7.781991,247.598211,0.972384,43.55,0.972384,105.105018,1137.22287,73.15,9.56515,3.802023,0.972384,7.968203,1.939129,0.972384,27.472384,8.406262,0.539673279,1,11.6335,0.65,0.972384,0.7271,6.066997
2000/01/10,,0.977613,1.523805,0.977613,1.819,1.454003,1.572881,523.51,8.2794,1900.14,0.977613,7.278131,0.977613,0.977613,0.977613,0.61091,7.769186,248.988171,0.977613,43.55,0.977613,104.858735,1131.919054,73.3,9.428976,3.795483,0.977613,8.006648,1.934011,0.977613,28.11702,8.463193,0.540131,1,11.642,0.65,0.977613,0.728,6.082999
2000/01/11,,0.975039,1.527301,0.975039,1.8225,1.458951,1.56913,521.66,8.2795,1900.14,0.975039,7.25858,0.975039,0.975039,0.975039,0.609497,7.779251,248.361934,0.975039,43.6,0.975039,106.132995,1146.168097,73.35,9.486349,3.800605,0.975039,8.002633,1.937012,0.975039,28.702028,8.445788,0.539879095,1,11.651,0.65,0.975039,0.728,6.074981
2000/01/12,1,0.97012,1.518529,0.97012,1.835,1.45683,1.5617,519.79,8.2796,1902.25,0.97012,7.222837,0.97012,0.97012,0.97012,0.606616,7.77338,247.167249,0.97012,43.6,0.97012,105.840124,1143.286768,73.35,9.496508,3.797633,0.97012,7.970508,1.928793,0.97012,28.646876,8.413368,0.539289872,1,11.6675,0.65,0.97012,0.7274,6.078386
2000/01/13,0.999854029,0.973141,1.503503,0.973141,1.821525886,1.449689,1.567828,521.46,8.276956,1904.54,0.973141,7.245037,0.973141,0.973141,0.973141,0.6087,7.782795,247.946672,0.973141,43.522772,0.973141,105.965356,1135.665629,73.35,9.535617,3.802258,0.973141,7.959809,1.911736,0.973141,28.691806,8.415239,0.540579992,1,11.681,0.65,0.973141,0.7279,6.062962
2000/01/14,0.999823961,0.977995,1.499462,0.977995,1.80195599,1.449291,1.577506,517.08,8.276968,1917.38,0.977995,7.281076,0.977995,0.977995,0.977995,0.608411,7.779658,249.398533,0.977995,43.494377,0.977995,105.672372,1124.665037,73.35,9.471394,3.800587,0.977995,7.957457,1.916381,0.977995,28.591687,8.433252,0.541418093,1,11.681,0.65,0.977995,0.7287,6.072958
2000/01/17,0.999306519,0.990688,1.507034,0.990688,1.796017436,1.451456,1.598573,515.75,8.276996,1920.83,0.990688,7.373489,0.990688,0.990688,0.990688,0.612245,7.79047,252.53616,0.990688,43.569447,0.990688,104.824648,1122.221121,NaN,9.429463,3.805924,0.990688,8.021102,1.928869,0.990688,28.703983,8.484248,0.547156727,1,11.679,NaN,0.990688,0.7287,6.072518
2000/01/18,0.999851382,0.990786,1.508174,0.990786,1.789953433,1.449123,1.598236,516.56,8.277024,1919.21,0.990786,7.37531,0.990786,0.990786,0.990786,0.611711,7.777073,252.590905,0.990786,43.592589,0.990786,105.439413,1126.117111,72.85,9.442683,3.799069,0.990786,8.031804,1.936491,0.990786,28.585158,8.491529,0.547012781,1,11.679,0.65,0.990786,0.7317,6.078966
2000/01/19,0.999841663,0.989609,1.506383,0.989609,1.799010391,1.44948,1.59525,513.07,8.276992,1928.51,0.989609,7.36665,0.989609,0.989609,0.989609,0.610787,7.781593,252.340426,0.989609,43.548738,0.989609,105.878278,1132.953983,73.2,9.424839,3.801188,0.989609,7.991588,1.935972,0.989609,28.581395,8.49431,0.546561108,1,11.6735,0.65,0.989609,0.732,6.104998
